,sentiment,content
34091,neutral,@Nickman611 timberlake... Sorry I am late  caps such I hate them lol
34092,neutral,the coffee is in the making!
34094,neutral,Maitreya for Bobby's bday!  Yay
34100,neutral,just loves having proper Inet back
34101,neutral,Sï¿½i Gï¿½n sï¿½ng n?ng chi?u m?a
34103,neutral,@scottrmcgrew me toooooooooooooooooo
34105,neutral,@djMIA Good Luck!!!  keep rockin!
34106,neutral,"@goodlaura Trending you say? Well, there's TweetCannon   http://tinyurl.com/odrza4"
34110,neutral,on the phone  !
34111,neutral,@DawnRichard giv ya mom n gman happy mothers day
34113,neutral,is needing to make a new video
34120,neutral,@YasmineGalenorn used is definitely cheaper... may have to get later ones that way... but new is ok for now...
34121,neutral,@putnampig Is there going to Sausage on it  yum yum
34142,neutral,@esmeeworld Hey Esmee. How U doing?
34159,neutral,sleepin at my cousin's
34167,neutral,@ggenung gables apartments has corporate and their nice.
34170,neutral,"@lilbuddha04 I'm searching, too. We'll compare notes."
34175,neutral,"@laerwen I'll try that, thanks"
34181,neutral,@tynie626 ah yet another good one!
34193,neutral,@rgambarini Instrumentalists like to give singers a hard time. But the vocalist's job is the toughest when he/she is sick.
34194,neutral,is bored Riah fell asleep and now I have nothing to do maybe I will go to bed good night
34210,neutral,@alexnobert one thing is good enough for me. friendship retained!
34212,neutral,@jeanninesioco yep
34213,neutral,"@jennafurbee that is definitely an easier way of saying it, yes"
34220,neutral,"@vautrin i think in the end, remembering the poetry and feeling behind something is far more important than the name."
34223,neutral,@ricebunny http://twitpic.com/2xjoc - can you paint me
34225,neutral,"@philalcorn No offense taken..!  Just one of my many controversial views, I guess!"
34226,neutral,"Going to bed, night all"
34227,neutral,@heyystephieee AGAIN AGAIN.
34232,neutral,@BBismyBB aww...you're such a softy...I can only imagine you a mess of tears at your own wedding...you won't even be able to talk
34233,neutral,hanging out with the goddaughters
34240,neutral,"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private 'Vote'"
34243,neutral,"@butterflykate Crap, I said the 'V' word...."
34265,neutral,@limeice obviously it wasnt coz u werent there  pc fixed?
34267,neutral,@zanelle your welcome
34268,neutral,"@David_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up"
34279,neutral,@mattcutts - Try this one  @deltaairlines
34292,neutral,"talkshow with Larry, then Cage?"
34293,neutral,"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream"
34295,neutral,@dorzki you right  *feel
34296,neutral,@SECURITYJ No problem! Look forward to your next tweet.
34304,neutral,first time
34308,neutral,@ericludzenski GILF = grandmother.
34310,neutral,Yes man was good
34311,neutral,@arcadecore you wish
34321,neutral,taking requests for nkkairplay
34333,neutral,@Noa_Adamsky Good morning to you and thanks for following me! Cheers!
34335,neutral,@sentimentalizzy You know we do!
34336,neutral,11:11 I made a wish
34338,neutral,@JennLovesM5 @TDLQ awwwww i'm such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!
34339,neutral,"@justjr  Blushing, blushing &amp; once again blushing!"
34340,neutral,Is feelin right rite now
34341,neutral,@cawineblog everything counts  what are you drinking?
34344,neutral,happy mothers day..
34345,neutral,Its 11:11
34357,neutral,@yaeljk K will check it out...
34361,neutral,@_Freya Good Night
34367,neutral,Watching cartoons.....
34369,neutral,Hanging with @lacedwithvenom for the weekend
34376,neutral,Borat was so less gay  http://bit.ly/iZkab
34378,neutral,is off
34381,neutral,@chris_ryall What if I thought I was a Star Trek person but I wasn't all that crazy about the new movie?
34384,neutral,"@DavidYoumans Happy Birthday, David"
34387,neutral,I think the sun and the moon are God's way of reminding us that he's always watching over us.
34389,neutral,@KellyContant (votes) sadly no.. but did you vote for my log yet?  I'm gonna vote for yours
34393,neutral,@JordsCajunCutie Tell him where...
34395,neutral,"@mastersunshine You're welcome, of course!"
34396,neutral,we'll be visiting my grandparents later. BTW i just heard katy perry's HOOK UP whew so cool i love it more than k.clarkson's version
34397,neutral,"@hanabobana mb I'll try to do it once I'm back down at the end of the summer! Well, have fun with the movie, I'm off to watch Lost myself"
34404,neutral,Eating.
34406,neutral,"@nowoo are you giving up on me  oh well. It's not the counting, it's the math and the weighting (or lack of) that doesn't make sense."
34409,neutral,@dharshana anytime
34412,neutral,at tokyo table
34421,neutral,Might be in the middle of a perfect weekend...
34424,neutral,@hellosawah DANG i want to be on the beach late at night. that's the best. the sound of waves and the breeze!!hope you are well!
34432,neutral,@yellowpeel The sight of it made my afternoon
34438,neutral,@stevepizzati Go to Campos on Missendon Road in Newtown. Ask for Ben. And discover how great coffee can be
34439,neutral,"@justlikeanovel If you keep trying, you'll get it right the last time."
34443,neutral,"Damn these nig*s is all on me, but they won't get this...&quot;Not without a check!&quot; LMFAO"
34453,neutral,@matheusmr sejaaaaa beeeem vindo meu anjo
34457,neutral,@shirkinerd thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don't take one if I do
34458,neutral,@Siouxsinner yeah... kind of rude... but thats her business i guess   we just appreciate you and Jodi sharing   thanks again!
34463,neutral,Baking cakes with my Momma! )
34466,neutral,losing weight  check the pic
34468,neutral,@Delta224 Yes. I also use my desktop's mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf
34471,neutral,@mariromani http://offf09.media140.com/?p=131  then you must have been there when these four guys sat in the rain!
34474,neutral,@SammyClaire a whole season behind the US now
34482,neutral,@whatyoudeserve hahaha. do it  you'll have a blast.
34486,neutral,@heidimontag I'm pretty sure that was like 100 exclamation marks
34487,neutral,Chick at coles hit on me. Haha Ran into cousin
34490,neutral,@RetroRewind I know its a Block Party but would love to hear a DH original if you get a chance
34496,neutral,"@metaphoricxeyes You sure have a good voice, better than mine; you should definitely put up a new video. I bet you got better since then!"
34498,neutral,i'm only updating this so that brett's phone beeps  but really.. looking at wedding stuff. again.for the next five months.
34503,neutral,"@brianwierman ... Yay! I can give you a lesson tomorrow, at Church."
34505,neutral,"whats new with xtine? Got my hair done today  ,waiting for jerry,work at noon tomorrow,currently reading &quot;he's just not that into you&quot;"
34508,neutral,editing and watching movies tonight
34528,neutral,"@clarexsaula Hey, sorry I got off last night!"
34530,neutral,Is thinking about enrolling at the School of Fashion and  Arts (SoFA) or Style Studio in Makati. Kikayness eto!
34532,neutral,@megan_ward i am
34534,neutral,@Karen230683 waaa you too
34535,neutral,iPhone SDK &amp; I are going to become friends today. Even if it kills me
34545,neutral,@TheDigitalEric I'll believe it when I see it
34546,neutral,"http://twitter.com/cruisemaniac/statuses/1752876129 &quot;@Shadez requires python...  but yeah, as i tweeted yesterday, dont install 1.9.4. ..."
34549,neutral,@rivahratt I did the late thing last night. Curiosity overload.
34554,neutral,92.7 is turning it right about now.
34556,neutral,@Mr_PaulEvans heyyyyy boo
34567,neutral,"@caitlinhllywd love you tooooo  Duuude,i need to make myself a shirt that says something cool! what should it say?"
34570,neutral,"@RisaRM do you like the rain, too?  I love rainstorms and fresh wind.  Nature is amazing"
34571,neutral,Checkin out what new on Twitter
34574,neutral,@kaitgoesrawr26 just got them- about to read &amp; reply
34577,neutral,"@jannarden my dead father had a velvet Elvis painting. He said I would get it when he corpsed. I said, &quot;Don't threaten me, old man!&quot;"
34578,neutral,@PostmodernMacro Younger then mine. So no problems here.
34585,neutral,"Phone with Kayla, Johnathan, and Cisco!  Woo!"
34590,neutral,"I'm uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch"
34596,neutral,@CaMabigail Yes ma'am lol. I'll switch to my inspirational side
34597,neutral,@patgiblin blah blah blah.... just kidding dude  i've never had anyone offer up their stem cells before haha!
34603,neutral,@PetesterZ @riceagain: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW
34605,neutral,im talking about twitter some more
34607,neutral,@ninjapants i see you there
34609,neutral,I ... think ... I read 'strawberries'  its hard to have a fav char in your comics: I like bad rabbit and the 'stud' chic - sent to kid
34622,neutral,"@MrHyrne no juice here, I didntb even let him use my computer."
34632,neutral,@iLoveDarkEdward    Go get 'em!  lol
34638,neutral,@Yosid ?? ??? ???!
34640,neutral,Shower time
34657,neutral,@Dr_Jared I thought of u man!  The city had a parade for him too. He threw out the first pitch for the Brewers game at Miller Park too.
34658,neutral,The exception for a short dude: Larenz fineass Tate yum
34659,neutral,@myprivatekeri  Thank you
34663,neutral,i'm goin to bed now. see ya tomorrow twitter ppl.
34669,neutral,@xxBigOakxx you are a good child.
34678,neutral,watching jackass. then bed
34682,neutral,@neptunecoffee yep it's only even better on tap
34683,neutral,@WeddingRadio Want to learn how to make flowers????
34685,neutral,I am new here
34699,neutral,Tomorrow is house shopping...
34707,neutral,@green_i_girl that's why you are #twitterbff
34708,neutral,watching marley and me
34714,neutral,@justinbrighten Happy Birthday!
34715,neutral,@LetterstoCHRIS Tell everybody I say hello.
34716,neutral,New To twitter
34717,neutral,"@ElegySanft I don't say it, I KNOW it.  Because I'm just good like that"
34718,neutral,Good night everyone  im going to lay in bed and watch eraser!
34719,neutral,@brookenparsons not nerdy at all. I made one yesterday.
34724,neutral,Checked if there's a new comment on friendster!
34730,neutral,"This is my favourite shirt, because its true.  &lt;3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7"
34733,neutral,@MaraBG OK!  ~ you are such a wild one - can only imagine this one...
34739,neutral,mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast
34740,neutral,@NKSuseDHTweep and again - You're welcome!
34742,neutral,@grungeheart_ - hey there.    How was your day?
34743,neutral,Making a milo
34745,neutral,buy one of my shirts at http://www.districtlines.com/revertfashion you know you want to
34747,neutral,"to indo dormir, good night"
34752,neutral,(@MauiPixie) Gonna watch JT on SNL tonight - not a fan of his music but think he's hilarious! 'Jizz in my Pants' - WAY too funny
34755,neutral,@BB517  you and I apparently  how are you?
34761,neutral,@AshLaws You know what they say about great minds...
34764,neutral,@_lightmare There are like six that hang around my house. If you can get it to come up to you... you can keep it.
34769,neutral,@mrlowesadvice time will tell
34772,neutral,"Getting ready to go to sleeep! Grinding early in the morning! Yay, money!"
34773,neutral,It's hard to tell But I think I'm right   I hope.
34776,neutral,@iggyp We gotta hand out when you get back.
34779,neutral,It's Just So Audioo.
34782,neutral,@lotusheartbreak You should check yourz Rayne.
34793,neutral,seeing shane dawson videos
34795,neutral,@JackAllTimeLow wow. you guys get better every time i see you...come back to chicago soon! chicken cutlet
34796,neutral,hanging with the cousin
34803,neutral,Happy Mothers Day
34805,neutral,"well i guess it all depends,undergarments."
34808,neutral,"@thej If a Cong govt was ruling Karnataka, Cauvery wouldn't have found a mention  Truly, our politicians have no integrity."
34824,neutral,@mrBallistic Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible
34827,neutral,@MariahCarey  hi mariah
34829,neutral,@Franner_tastic Great  cant you twitter from there?
34832,neutral,"@gregh_tdh Can you install ruby, gems and rails on keep? Please?"
34836,neutral,"Well ive had a twitter account 4 a while, but just started using it."
34844,neutral,*sigh* joe sings so purdy.  he makes me feel better
34849,neutral,new location for spam off! http://www.blogtv.com/People/xbecksx
34851,neutral,@elizrn Your Welcome
34860,neutral,"@clevert I thought so, I will text you later this week to catch up  Did you open the links I sent you via email yet? heh"
34874,neutral,@RetroRewind great show today
34875,neutral,@souljaboytellem  Lord Have Mercy ... TECHNOLOGY ! So much Tattos MON DIEU ï¿½ï¿½ a dï¿½ faire mal !
34886,neutral,@TheEllenShow
34891,neutral,watching saturday night live; justin timberlake hosts
34895,neutral,@ztnewetnorb then i kill Bradies gf and have Bradie
34897,neutral,@souljaboytellem my name too    (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS)
34900,neutral,@MCRsavedMilife night
34901,neutral,@ElJefe_GM That's the plan
34906,neutral,"I looked up some differents stuff for mine, today."
34908,neutral,Going to sleep now goodnight!  xoxo
34914,neutral,@torilovesbradie we are in perth  lol... I wish!
34920,neutral,@troublebrother very much much much mash!!!! more please
34923,neutral,"OMGoodness, I need sleep........"
34924,neutral,"Nightlife Commando is like, chanting. The music is cool.  &amp; Now I'm listening to INXS. The music in this song is amazing. The bass is win"
34925,neutral,Thinks he may have broken his nose at the show
34929,neutral,"@WaxMotif I'm @tompiperfresh yaoo, not @tompiper sonnnny"
34931,neutral,Im so just heading home
34933,neutral,I say it's in the cards.
34942,neutral,@officialTila YES!!!
34945,neutral,"@robotmunky I've read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek"
34952,neutral,@bbheaven
34956,neutral,Somewhere in the center...
34959,neutral,"@TheComputerNerd weird as usual, but ok... that's why we like it"
34960,neutral,"@sinfulsignorita Its sunny atm, need to drop my brother for his classes later, so will find out then"
34962,neutral,@rastin Nope I am in Coquitlam
34964,neutral,@JoesGaGirl Oh...ok...didn't know that.
34977,neutral,@poetic_violence heyyyy babyy
34980,neutral,@yesbabyyes Hi Its not about howmany people follow you its about how much you help others
34985,neutral,Back from uminaa
34994,neutral,@AprilFilms meh! You should try the one on commercial drive with all the cats
34995,neutral,@NotetoShells yes it does
35000,neutral,"@David_Kaufer And should have been before!  Well, I mean instead of Iraq...see that is the beer talking freely!"
35013,neutral,@sloanfinley  i totally would house you if i lived there
35021,neutral,Hello Everybody   'Tis a cloudy day here in Amanzimtoti today.
35023,neutral,"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it"
35026,neutral,Is leaving in the morning to go to her mommys
35030,neutral,Going to bed now  *thinks I Twitter WAY too much*
35037,neutral,@iamraphael to bad yo dint cast to late times like 4am
35048,neutral,@idreamofjeanny Chowder is the shit!!!!!!
35049,neutral,Happy Mothers Day!
35052,neutral,GOOD MORNING!!
35061,neutral,JT should just be a regular on SNL
35063,neutral,@marsalkey ui. where arre you going to study?
35080,neutral,i hate having the same hair for too long. i think i want super looong hair now
35082,neutral,http://twitpic.com/4wn21 - one of the presents that i made my mom
35083,neutral,@eboni_ife not to forget cinnamon!
35084,neutral,@ConformityIssue Haha I should. But I won't. lol Then I might miss something.
35096,neutral,@DanInBarca mmMmMm I've been craving sweet potatoes and almonds I'm going to have to incorporate those super foods tomorrow
35097,neutral,LAKERS TOMORROW  KB and DF ftw!
35098,neutral,Talking to amber... showtime baby
35099,neutral,@imsoapee Hang in there. I can be there in about three more hours.
35108,neutral,"So, I picked up Chris Botti's~Live in Boston CD, listening while driving home tonight under the moon. Didn't want it to end."
35109,neutral,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo
35110,neutral,good afternoon.  http://plurk.com/p/suyev
35116,neutral,"@LILBOOTY24 If u do, please pray 4 me.  Lord knows I need it."
35119,neutral,@richa_august84 hahahaha now that is a spooky wish babes  how about a lifetime supply of shoes with matching bags and constant weight?
35126,neutral,@easmart can u online on your hotmail?
35131,neutral,"has uploaded her runs onto NikePlus.com ...   Run, Row.Row., RUN!!!"
35136,neutral,"@MedicQT geez, 15 years? You'd think they would have had that checked out years ago!"
35139,neutral,GRANADA BOWL WITH THE CREW! Birthday bowling for Fisch and me  http://twitpic.com/4wn29
35141,neutral,*yawn* i think imma go to bed. night guys
35143,neutral,Cleaned the screen on my new PC DOS machine and took another &quot;screenshot&quot;  http://bit.ly/QLzP2
35146,neutral,@twicullen good day K!
35149,neutral,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc
35156,neutral,@skimso freako on roidz! Hope d lifts his legs to stay out of your way while you clean.
35162,neutral,@MariahCarey IN Filipino if u say &quot;Nakuh grabeh!&quot; it's like sayin OMG
35168,neutral,"@BAMbam_12 relax mama, u kno we got u..Breathe easy..need some piff is all"
35169,neutral,@Anthony_y_Tony Hey
35173,neutral,"FOR @john_b_waters and  @mr_suh, you must read that please http://bit.ly/nPpiV"
35175,neutral,@LuvinMeSomeD thanks :0 I will try
35176,neutral,about to run the hinckley half marathon!  Fingers crossed for a &lt;1h30m time
35179,neutral,@RetroRewind Dave i ask you for &quot;The Fix&quot; by JK!!! and send HI to my sister Lisette and me ( Alejandra ) from Mexico!!!!!
35180,neutral,"ok twitter fam.. my mom has plans for tmrw that dont include me  but i still have errands to run in the early morn, so nighty nite all"
35191,neutral,@Kev_95 WangoTango  where were you? lol
35194,neutral,@nadyanandita hey hey.. ketemu lagi kita di twitter
35195,neutral,"@iamjonathancook goodnight, God bless"
35202,neutral,@OlmyT Sure. I'll try n keep that up! =P You enjoy studying. Cya!
35205,neutral,going to bed
35215,neutral,i really wanna go to australia and england.
35216,neutral,Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q
35224,neutral,Hey i'm on FaceBook come check me out http://bit.ly/17jIy8   tell me ur username if you ADD ME
35229,neutral,Adding Comments for my friends  want sum?
35236,neutral,@Lynne_Lyons You get championship points for the heats too
35242,neutral,"@jpdonga been there, done that"
35244,neutral,Uppp. dnt feel like goin to bed? blahh boredd.. thinkin about men hmmm  ha
35251,neutral,@PhillyCustoms Naw forget it then. I will only if u take them
35253,neutral,@JoelMadden how long did it take you to learn the song
35263,neutral,#test SEO SMO marketing  try it
35264,neutral,Scotts the only guy for me   Good night&lt;3
35270,neutral,@sheilasela shelaaaaaaaa
35272,neutral,@Rockstar_Sid I did  $3 for a full length video. Not bad
35277,neutral,@Suzyqbee10 I told you ... big head.
35283,neutral,says good morning world!  http://plurk.com/p/sv034
35289,neutral,"@stacyyuu your mom, actually"
35290,neutral,@AnnaMariaPdT Hey!  Who are you closest to among all the Disney stars?  [I'm a Filipno too. D]
35309,neutral,"@DawnRichard Dawwwwwwwwwwwwn, I hit u back and told u y..........so please Read it, and pray before u decide"
35310,neutral,Drinking bud light lime
35312,neutral,dang ya'll mothers day already. goodnight twitter world. i start shooting monday.
35316,neutral,might be at cornerstone this year
35320,neutral,@DawnofOURnight I'll try (not to be a stranger) ...
35321,neutral,"@anakin1814 I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing"
35327,neutral,@hockeygal4ever SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?
35329,neutral,about to go to sleep
35332,neutral,wearing spidey boxers
35340,neutral,@andcasey lol we should start a group lol the slut sisters
35347,neutral,car just drove past my house blasting celine dion's &quot;it's all coming back to me now&quot;
35349,neutral,faith and daphne
35352,neutral,Still bored but not long now till the next tour date
35359,neutral,@mattmarquess may I please have a couple promo codes to your EA apps? Thanks so much!
35369,neutral,@SkipABeat anytime from now on lol. i'm just reading and stuffs
35375,neutral,@limeice I saw the pic. You surely don't look like Amisha Patel nor like a mum of one
35389,neutral,I used to be in ferris buhler's day off...now i'm in the graduate  -[sotaboys.com]
35395,neutral,@mileycyruuus what are u doing now ??
35400,neutral,@jonathanfields Does The Game by Neil Strauss count? Those guys seemed to do lots of persuading
35405,neutral,My friends are awesome! @JNBlack @koreantomcruise -- and the non Twitter ones here right now too!!
35423,neutral,A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M
35430,neutral,I finished a bit of sketching.... and now to some writing!
35437,neutral,"@osulop I didnt mind the movie myself, may be because Im not that big a fangirl myself"
35438,neutral,Back home.  Preheatin' oven before popping in a pizza
35445,neutral,"just at home, not much going on, had a long day"
35446,neutral,up way too early for a sunday.. watching old episodes of grey's
35450,neutral,@hiyer - wait for the third day!!
35462,neutral,@rainbowmonkeys_ that is not even a question. when/when is the question
35465,neutral,@TheRealYungBerg u said u was gonna follow  its nita from ur live chat
35466,neutral,need to leave now.. tweet laters
35472,neutral,@jayrock thnx babe  just call me when u finish it....
35473,neutral,"@keirajonas LATER! fine   YOUmissed joe on bebo, he was online x]"
35475,neutral,"@alextuthreefour Well, maybe you should ask yr cousin to get you a shoutout video or something. Btw, I'm just randomly replying to people"
35478,neutral,"@wicked12 So, the official transition from Donathan to Danathan has occurred?  Want 2 sell me ur shirt?"
35483,neutral,@bioncaaa  so thats how u spent ur weekend so far?
35491,neutral,@ACIMLTD playing with image
35493,neutral,everyone should listen to Hadouken. they're fun
35497,neutral,my grandpa was telling me how they used to cut up human bodies in med school
35498,neutral,"I'm so sleepy now...g'night! HAPPY MOTHER'S DAY to your Mother, Mama, Ma, Mommy (whatever you call them. LoL) from Mie!"
35503,neutral,@LimeIce Ferns n petals (fnp.in) should help you accomplish that task
35506,neutral,Dance this morning before getting new headshots taken.  loooong but fun day ahead
35512,neutral,Loving the # dreambears on #britains got talent
35518,neutral,we don`t need no education
35528,neutral,"@JanayS Actually SoS won't be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise"
35533,neutral,man u know things get very interesting sometimes lolll....im just 2 damn good
35535,neutral,"@HelenWraight i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style"
35540,neutral,@joannelee7 !!! Tell everyone I say hello
35544,neutral,@gatorayd I sawn it three times
35546,neutral,Playin' didgeridoo in the living room and thinking about the world going by.... lovely life  #fb
35547,neutral,@LelahG Next time
35554,neutral,Is getting the hang of Twitter.
35557,neutral,"@shahruz84 Don't fall to celebrity worship, though... just write what you think, do the best you can and rock on"
35559,neutral,http://simoneserhan.tumblr.com new post
35561,neutral,@bartandlife DM me your email addy n i'll fwd dem 2 ya
35562,neutral,@liljizzel dope background
35567,neutral,just installed youtube downloader  anyone knows how to make a trailer out of videos??
35570,neutral,@alisongo i heard it is not illegal unless you are caught
35572,neutral,"@robineccles Yes,  by 16 minutes now."
35580,neutral,"Free for all... good nite I mean its a good nite, wateva"
35582,neutral,@katehughes What were you doing up at that time??
35583,neutral,"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!"
35592,neutral,Adams morgannnn for jumbo slice
35596,neutral,@gabemedina my problem is the other way around.  Except I have a loop hole.  Education = equivalent experience
35598,neutral,listening to some brandy...never say never cd
35600,neutral,@ohmeabby: any kimbeommie updates?
35601,neutral,@mzflip82 Simple my a#@
35610,neutral,@horsesaavy82 Morning Amy  xxxxxxx
35612,neutral,@nitesofsuburbia that's SO YOU!
35617,neutral,@MichelleZen you need to follow me so I could send you a direct message.
35622,neutral,BOYSTOWN.  I`ll leave for Eastwood in 3hours.
35636,neutral,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn't in it
35654,neutral,Movie and popcorn time
35656,neutral,@limeice arre main toh bakwaas kar raha tha. Sunday morning bakwaas
35658,neutral,Almost dere  really tired eyes r really dry
35663,neutral,had a great night
35664,neutral,@gm5000 I'll take a look tomorrow - definitely want to graph as many tweets as possible!
35665,neutral,Trying to get out to enjoy the weather &amp; train a little... Some minor beer tasting activity took place yesterday with @opsaksa etc
35666,neutral,home bound for mothers day
35668,neutral,@abcddesigns Do you ever sleep?
35671,neutral,"@mileycyruuus yes I can talk friench and in my picture this is me in france !!  Now , i'm in london and soon i'm going to L.A"
35672,neutral,@joshtastic1 Going to see Star Trek
35673,neutral,@samthepenguin Wowza o____O you went the whole hog then
35684,neutral,We in bed now.
35686,neutral,"@djwhiteboyyy what's up? Not much, just listening to music  I'm in TX"
35690,neutral,@KerronClement Have a good flight!
35696,neutral,"@blue_raven oh, I'm skeptical too. I just think it's the best thing he could have said under the circumstances"
35704,neutral,@dhewlett Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gif  Good luck!
35709,neutral,"Standin in a forest, just got the maddest photos taken"
35712,neutral,finally got to see you
35718,neutral,@amcourtneyeman kirk is hotter than spock
35727,neutral,CloneCloud: actually it's distant processor provisioning  like the idea http://bit.ly/b9v90
35730,neutral,Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.
35731,neutral,Jennnnnn richhhh wast to the ed
35733,neutral,Watching the kids eating an ice cream.
35734,neutral,@njoups thnks for followin
35748,neutral,"@ThePBG look, no matter the ethnicity, women are something else!  fellas, can I get an amen? *dueces*"
35754,neutral,@mcraddictal byeeeee
35758,neutral,@michaelmagical Hello again  How'd ur saturday go?
35763,neutral,"@SheriRocks Aww   I know, we used to chat but you became too cool for me ;)"
35765,neutral,@atownbrown08 you cooould say that
35778,neutral,@TradingGoddess OK! Oops sorry
35785,neutral,"3,144 words later, it's bedtime"
35790,neutral,@valleymon HELLO friend!! Welcome to Twitter!!
35793,neutral,@nikicheong try installing Twibble which is a Java based app that should work on most phones
35799,neutral,@masterballerina tell your grandmother i say hello
35804,neutral,"@misscupcake Of course. I'd send it to you, but I don't think it would survive the trip."
35805,neutral,Playdate with Jenny was fun.
35809,neutral,living in ballarat again
35817,neutral,Hanging out with Dan from Houston Calls!!
35819,neutral,"Watching Almost Famous with Andrew, Michael, and Yolanda"
35826,neutral,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!
35827,neutral,@whoariley riley hacked my twitter!  hahaha :]
35833,neutral,@beverlykidd also happy mother's day
35834,neutral,@FunkShoi You can save it for next time!!   ? http://blip.fm/~5z2sv
35853,neutral,@dbgrady Shop smart.  Shop S Mart.
35854,neutral,"sleepy time! and, my room is finally clean."
35864,neutral,Goodnight;
35871,neutral,@stevenbward I was just at Geno's 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too
35875,neutral,happy mother's day
35877,neutral,@sunsetboba lulz at robert
35879,neutral,Listening to Lady Gaga... Relatives just left after our Mother's Day celebration
35882,neutral,@Lovetogivenuts not yet. I save the pages to read for when I travel
35887,neutral,my first mother's day and next one in two weeks
35890,neutral,@Mamalonglegs resistance was futile! Needed pretties to knit with
35896,neutral,Going to get dinner with the parents
35898,neutral,@pinkisux you still pretending to be metal?
35903,neutral,@cherrythegreat kasi naman mahirap na hindi ma-notice ang beauty and kasexyhan mo (bumabawi)
35906,neutral,i am letting you read this.......
35907,neutral,yaaw some one want call with me?? 5529634599
35908,neutral,@AndrewRatcliffe  they certainly warmed mine
35910,neutral,Will cook a sumptuous lunch today
35916,neutral,I'm realizing I'm horribly awkward.
35920,neutral,According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.
35945,neutral,"@hosea24hours I'm still on the bandwagon. Figured I've been on this ride so far, might as well see what happens."
35946,neutral,in the process of learning how to drive stick shift. its getting easier thanks to @mrjimson
35949,neutral,Good night everyone
35955,neutral,"@ded Hey bud, we just shot you an email"
35959,neutral,uploading some pictures
35960,neutral,I'm trying to decide if I want to go camping for Memorial Day...any help from my twitter friends?
35961,neutral,Twitter! It's been a while
35962,neutral,In this exact moment i have decided that in some point in my life.. i am going to adopt a child
35966,neutral,@FrankRumbauskas Really bad ones are also classic.
35968,neutral,@pixelmatrix Because those companies that make the bag sealers will go out of business.
35974,neutral,just bought a magazine
35985,neutral,Good morning. Just bought flowers for mothers day and now it's breakfast time
35988,neutral,@dorkydeanna I'm watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!
35989,neutral,@cbraik very cute and pretty
35991,neutral,sees your Steve Coogan and raises you a Dylan Moran.
35996,neutral,good topics. and ciggarettes.
35999,neutral,Wonderful day for my photo practicum of the Fotoschool. I wouldn't mind some typical Dutch clouds though
36005,neutral,What's up!!? @guillermop
36018,neutral,@megdia you just got one more!!
36019,neutral,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too
36023,neutral,@Tim_in_NH night bud
36029,neutral,Happy Mother's Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j
36036,neutral,"@paskalamonik If you know such agent, do let me know"
36038,neutral,@hanastephenson I sent u a direct message.. there's my mail
36050,neutral,@Wo0t nice suggestion  thanks
36055,neutral,@dbackwardsman yes  a blonder one for sure
36063,neutral,@gapingvoid 20 at least hugh  happy trails
36065,neutral,@MeMinty Yeah it's afireinside687
36066,neutral,Me &amp; @HolsyJak29 are laying in the back of a fox truck on the drive down to the race!  LOL
36073,neutral,@lisaaaa_ twitpic it. I wanna see
36077,neutral,@Kool_Aid16 Goodnight!
